t_sec,risk_R,prob_P,impact_I,severity_S,sprot_m,cognitive_C,mode,lambda,min_distance_m,nearest_body_part,human_tracking,kit_name,task_item,condition_label
90.828,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.4074,R_Forearm,True,Kit A,Bolt,
91.037,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.4053,R_Forearm,True,Kit A,Bolt,
91.246,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.4051,R_Forearm,True,Kit A,Bolt,
91.454,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.4051,R_Forearm,True,Kit A,Bolt,
91.662,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.4051,R_Forearm,True,Kit A,Bolt,
91.871,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.4027,R_Forearm,True,Kit A,Bolt,
92.079,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3975,R_Forearm,True,Kit A,Bolt,
92.287,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3963,R_Forearm,True,Kit A,Bolt,
92.496,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3956,R_Forearm,True,Kit A,Bolt,
92.704,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3956,R_Forearm,True,Kit A,Bolt,
92.912,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3799,R_Forearm,True,Kit A,Bolt,
93.120,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3799,R_Forearm,True,Kit A,Nut,
93.329,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3827,R_Forearm,True,Kit A,Nut,
93.537,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3810,R_Forearm,True,Kit A,Nut,
93.746,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3776,R_Forearm,True,Kit A,Nut,
93.954,0.7000,1.0000,1.0000,0.70,0.8230,0.2000,RobotLed,1.0000,0.3466,R_UpperArm,True,Kit A,Nut,
94.162,0.7000,1.0000,1.0000,0.70,0.8230,0.2000,RobotLed,1.0000,0.3068,R_UpperArm,True,Kit A,Nut,
94.370,0.7000,1.0000,1.0000,0.70,0.8230,0.2000,RobotLed,1.0000,0.2962,R_UpperArm,True,Kit A,Nut,
94.579,0.7000,1.0000,1.0000,0.70,0.8230,0.2000,RobotLed,1.0000,0.2962,R_UpperArm,True,Kit A,Nut,
94.786,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.2996,R_Forearm,True,Kit A,Nut,
94.995,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3144,R_Forearm,True,Kit A,Nut,
95.203,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3543,R_Forearm,True,Kit A,Nut,
95.413,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3620,R_Forearm,True,Kit A,Nut,
95.620,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3611,R_Forearm,True,Kit A,Nut,
95.828,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3443,R_Forearm,True,Kit A,Nut,
96.036,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3361,R_Forearm,True,Kit A,Nut,
96.245,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3361,R_Forearm,True,Kit A,Nut,
96.454,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3400,R_Forearm,True,Kit A,Nut,
96.662,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3387,R_Forearm,True,Kit A,Nut,
96.870,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3340,R_Forearm,True,Kit A,Nut,
97.079,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.3325,R_Forearm,True,Kit A,Nut,
97.286,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.2958,R_Forearm,True,Kit A,Nut,
97.495,0.5000,1.0000,1.0000,0.50,0.8230,0.2000,RobotLed,1.0000,0.2608,R_Forearm,True,Kit A,Nut,
97.704,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.2299,R_Forearm,True,Kit A,Nut,
97.912,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.2224,R_Forearm,True,Kit A,Nut,
98.120,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.2224,R_Forearm,True,Kit A,Nut,
98.327,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.2231,R_Forearm,True,Kit A,Nut,
98.536,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.2288,L_Hand,True,Kit A,Nut,
98.745,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.2413,L_Hand,True,Kit A,Nut,
98.953,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.2308,L_Hand,True,Kit A,Nut,
99.161,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.2140,L_Hand,True,Kit A,Nut,
99.369,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1871,L_Hand,True,Kit A,Nut,
99.578,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1855,L_Hand,True,Kit A,Nut,
99.786,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1855,L_Hand,True,Kit A,Nut,
99.995,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1830,L_Hand,True,Kit A,Nut,
100.203,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1818,L_Hand,True,Kit A,Nut,
100.411,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1818,L_Hand,True,Kit A,Nut,
100.620,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1900,L_Hand,True,Kit A,Nut,
100.828,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1900,L_Hand,True,Kit A,Nut,
101.035,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1900,L_Hand,True,Kit A,Nut,
101.244,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1934,L_Hand,True,Kit A,Nut,
101.452,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1938,L_Hand,True,Kit A,Nut,
101.660,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1947,L_Hand,True,Kit A,Nut,
101.869,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1963,L_Hand,True,Kit A,Nut,
102.077,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1971,L_Hand,True,Kit A,Nut,
102.285,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1768,R_Hand,True,Kit A,Nut,
102.494,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1690,R_Hand,True,Kit A,Nut,
102.703,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1690,R_Hand,True,Kit A,Nut,
102.911,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1704,R_Hand,True,Kit A,Nut,
103.119,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1866,R_Hand,True,Kit A,Nut,
103.328,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1641,L_Hand,True,Kit A,Nut,
103.536,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1641,L_Hand,True,Kit A,Nut,
103.744,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1619,L_Hand,True,Kit A,Nut,
103.953,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1508,L_Hand,True,Kit A,Nut,
104.161,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1452,L_Hand,True,Kit A,Nut,
104.369,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1334,L_Hand,True,Kit A,Nut,
104.578,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1333,L_Hand,True,Kit A,Nut,
104.786,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1333,L_Hand,True,Kit A,Nut,
104.994,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1419,L_Hand,True,Kit A,Nut,
105.203,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1601,L_Hand,True,Kit A,Nut,
105.411,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1726,L_Hand,True,Kit A,Nut,
105.619,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1718,L_Hand,True,Kit A,Nut,
105.828,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1681,L_Hand,True,Kit A,Nut,
106.036,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1622,R_Hand,True,Kit A,Nut,
106.244,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1323,R_Hand,True,Kit A,Nut,
106.452,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1323,L_Hand,True,Kit A,Nut,
106.661,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.1323,L_Forearm,True,Kit A,Nut,
106.869,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.2064,L_Forearm,True,Kit A,Nut,
107.077,0.5000,1.0000,1.0000,0.50,0.8230,0.8500,RobotLed,1.0000,0.2193,L_Forearm,True,Kit A,Nut,
107.286,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1940,R_Hand,True,Kit A,Nut,
107.494,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1823,R_Hand,True,Kit A,Nut,
107.703,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1823,R_Hand,True,Kit A,Nut,
107.911,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1231,L_Hand,True,Kit A,Nut,
108.119,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1096,L_Hand,True,Kit A,Nut,
108.328,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1096,L_Hand,True,Kit A,Nut,
108.536,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1114,L_Hand,True,Kit A,Nut,
108.744,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1349,L_Hand,True,Kit A,Nut,
108.952,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1451,L_Hand,True,Kit A,Nut,
109.160,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1610,L_Hand,True,Kit A,Nut,
109.369,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1474,L_Hand,True,Kit A,Nut,
109.577,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1289,L_Hand,True,Kit A,Nut,
109.785,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1289,L_Hand,True,Kit A,Nut,
109.993,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1313,L_Hand,True,Kit A,Nut,
110.201,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1344,R_Hand,True,Kit A,Nut,
110.410,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1399,R_Hand,True,Kit A,Nut,
110.619,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1681,L_Hand,True,Kit A,Nut,
110.828,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1422,L_Hand,True,Kit A,Nut,
111.036,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1422,L_Hand,True,Kit A,Nut,
111.244,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1389,L_Hand,True,Kit A,Nut,
111.452,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1366,L_Hand,True,Kit A,Nut,
111.661,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1360,L_Hand,True,Kit A,Nut,
111.869,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1360,L_Hand,True,Kit A,Nut,
112.077,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1360,L_Hand,True,Kit A,Nut,
112.285,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1362,L_Hand,True,Kit A,Nut,
112.494,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1351,L_Hand,True,Kit A,Nut,
112.702,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1341,L_Hand,True,Kit A,Nut,
112.910,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1341,L_Hand,True,Kit A,Nut,
113.119,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1335,L_Hand,True,Kit A,Nut,
113.327,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1328,L_Hand,True,Kit A,Nut,
113.536,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1328,L_Hand,True,Kit A,Nut,
113.744,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1334,L_Hand,True,Kit A,Nut,
113.952,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1334,L_Hand,True,Kit A,Nut,
114.161,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1346,L_Hand,True,Kit A,Nut,
114.369,0.3000,1.0000,1.0000,0.30,0.8230,0.8500,RobotLed,1.0000,0.1346,L_Hand,True,Kit A,Nut,
114.577,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1362,L_Hand,True,Kit A,Nut,
114.785,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1349,L_Hand,True,Kit A,Nut,
114.994,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1334,L_Hand,True,Kit A,Nut,
115.202,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1334,L_Hand,True,Kit A,Nut,
115.410,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1339,L_Hand,True,Kit A,Nut,
115.619,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1359,L_Hand,True,Kit A,Nut,
115.827,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1368,L_Hand,True,Kit A,Nut,
116.035,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1364,L_Hand,True,Kit A,Nut,
116.244,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1348,L_Hand,True,Kit A,Nut,
116.452,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1348,L_Hand,True,Kit A,Nut,
116.660,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1348,L_Hand,True,Kit A,Nut,
116.868,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1372,L_Hand,True,Kit A,Nut,
117.077,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1374,L_Hand,True,Kit A,Nut,
117.285,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1374,L_Hand,True,Kit A,Nut,
117.494,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1359,L_Hand,True,Kit A,Nut,
117.702,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1359,R_Hand,True,Kit A,Nut,
117.910,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1362,R_Hand,True,Kit A,Nut,
118.119,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1386,R_Hand,True,Kit A,Nut,
118.327,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1440,R_Hand,True,Kit A,Nut,
118.535,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1567,R_Hand,True,Kit A,Nut,
118.744,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1567,L_Hand,True,Kit A,Nut,
118.951,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1680,L_Hand,True,Kit A,Nut,
119.160,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1572,L_Hand,True,Kit A,Nut,
119.369,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1198,L_Hand,True,Kit A,Nut,
119.577,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1198,L_Hand,True,Kit A,Nut,
119.785,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1198,L_Hand,True,Kit A,Nut,
119.993,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1348,L_Hand,True,Kit A,Nut,
120.202,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1347,L_Hand,True,Kit A,Nut,
120.410,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1320,L_Hand,True,Kit A,Nut,
120.619,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1301,L_Hand,True,Kit A,Nut,
120.827,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1295,L_Hand,True,Kit A,Nut,
121.035,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1285,L_Hand,True,Kit A,Nut,
121.243,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1264,L_Hand,True,Kit A,Nut,
121.452,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1236,L_Hand,True,Kit A,Nut,
121.660,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1234,L_Hand,True,Kit A,Nut,
121.869,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1234,L_Hand,True,Kit A,Nut,
122.077,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1237,L_Hand,True,Kit A,Nut,
122.285,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1237,L_Hand,True,Kit A,Nut,
122.493,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1237,L_Hand,True,Kit A,Nut,
122.702,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1259,L_Hand,True,Kit A,Nut,
122.910,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1259,L_Hand,True,Kit A,Nut,
123.119,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1281,L_Hand,True,Kit A,Nut,
123.327,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1312,L_Hand,True,Kit A,Nut,
123.535,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1312,L_Hand,True,Kit A,Nut,
123.743,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1312,L_Hand,True,Kit A,Nut,
123.952,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1331,L_Hand,True,Kit A,Nut,
124.160,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1359,R_Hand,True,Kit A,Nut,
124.368,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1657,R_Hand,True,Kit A,Nut,
124.577,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2738,R_Hand,True,Kit A,Nut,
124.785,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1619,L_Hand,True,Kit A,Nut,
124.993,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1081,L_Hand,True,Kit A,Nut,
125.201,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1081,L_Hand,True,Kit A,Nut,
125.410,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1088,L_Hand,True,Kit A,Nut,
125.618,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1832,L_Hand,True,Kit A,Nut,
125.827,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1881,L_Hand,True,Kit A,Nut,
126.035,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1881,L_Hand,True,Kit A,Nut,
126.243,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1881,L_Hand,True,Kit A,Nut,
126.452,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1922,L_Hand,True,Kit A,Nut,
126.660,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1942,L_Hand,True,Kit A,Nut,
126.868,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1962,L_Hand,True,Kit A,Nut,
127.076,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1975,L_Hand,True,Kit A,Nut,
127.285,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2068,L_Hand,True,Kit A,Nut,
127.493,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1999,L_Hand,True,Kit A,Nut,
127.701,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1798,L_Hand,True,Kit A,Nut,
127.910,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1798,L_Hand,True,Kit A,Nut,
128.118,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1890,L_Hand,True,Kit A,Nut,
128.326,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1978,L_Hand,True,Kit A,Nut,
128.535,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2006,L_Hand,True,Kit A,Nut,
128.742,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1995,L_Hand,True,Kit A,Nut,
128.951,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1990,L_Hand,True,Kit A,Nut,
129.160,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1990,L_Hand,True,Kit A,Nut,
129.368,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2002,L_Hand,True,Kit A,Nut,
129.576,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1993,L_Hand,True,Kit A,Nut,
129.785,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1954,L_Hand,True,Kit A,Nut,
129.993,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1954,L_Hand,True,Kit A,Nut,
130.201,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2003,L_Hand,True,Kit A,Nut,
130.409,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2054,L_Hand,True,Kit A,Nut,
130.618,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2054,L_Hand,True,Kit A,Nut,
130.826,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2067,L_Hand,True,Kit A,Nut,
131.034,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2067,L_Hand,True,Kit A,Nut,
131.243,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2067,L_Hand,True,Kit A,Nut,
131.451,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2074,L_Hand,True,Kit A,Nut,
131.659,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2078,L_Hand,True,Kit A,Nut,
131.867,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2030,L_Hand,True,Kit A,Nut,
132.076,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1994,L_Hand,True,Kit A,Nut,
132.285,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1991,L_Hand,True,Kit A,Nut,
132.493,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.1991,L_Hand,True,Kit A,Nut,
132.701,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2000,L_Hand,True,Kit A,Nut,
132.909,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2060,L_Hand,True,Kit A,Nut,
133.118,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2006,L_Hand,True,Kit A,Nut,
133.326,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2006,L_Hand,True,Kit A,Nut,
133.534,0.3000,1.0000,1.0000,0.30,0.8230,0.2000,RobotLed,1.0000,0.2006,L_Hand,True,Kit A,Nut,
